,,[HIBL] - Burley,,,,,,"2026-01-26
Stag was definitely not cheating",
,,,,,,Equipped,,13.6,52.9
,,Inventory,,,,Pack,,39.3,
,,,,Half,0,Horse,,4,
,,,,Coin,1005,,,,
,,,,Value,112239.72,,56.9,39.3,4
Type,Loc,Item,Cost,Qty,Total Cost,Weight,Total Weight,Pack,Horse
*coin,p,Platinum Coins,10,100,1000,0.02,2,2,
*coin,p,Gold Coins,1,5,5,0.02,0.1,0.1,
*coin,p,Silver Coins,0.1,0,0,0.02,0,0,
*coin,p,Copper Coins,0.01,0,0,0.02,0,0,
,p,Bedroll,0.1,1,0.1,5,5,5,
,p,"Clothes, Explorers",10,1,10,8,8,8,
,p,Towel,0.4,1,0.4,2,2,2,
,p,Soap Bar,0.5,1,0.5,1,1,1,
,p,Candles,0.01,4,0.04,0.25,1,1,
,p,Flint and Steel,1,1,1,0,0,0,
,p,"Rations, Trail, 5 days",0.5,5,2.5,1,5,5,
,p,"Waterskin, 1 day",1,1,1,4,4,4,
,p,"Rope, Silk, 50 ft.",10,1,10,5,5,5,
,p,Sack (empty),0.1,1,0.1,0.5,0.5,0.5,
,p,"Flask, Pint (empty)",0.03,1,0.03,1.5,1.5,1.5,
,p,Torch,0.01,4,0.04,1,4,4,
,p,"Chalk, Piece",0.01,1,0.01,0,0,0,
,,Dagger,2,1,2,1,1,,
,,Heward's Handy Haversack,2000,1,2000,5,5,,
,,"Robe of the Archmagi 5AC, 18SR, 4 SV, 2 SP",75000,1,75000,0,0,,
,,+2 Gloves of Dexterity,4000,1,4000,0,0,,
,,+3 Amulet of Natural Armor,2000,1,18000,0,0,,
,,+2 Ring of Protection,8000,1,8000,0,0,,
,,+2 Charisma Cloak,4000,1,4000,0,0,,
,,Light Crossbow,35,1,35,4,4,,
,,Bolts,0.1,20,2,0.1,2,,
,q,Light Warhorse,150,1,150,0,0,,0
,q,Military Saddle,20,1,20,4,4,,4
,,,,0,0,0,0,,
,,,,0,0,0,0,,
,,,,0,0,0,0,,
,,,,0,0,0,0,,
,,,,0,0,0,0,,
,,,,0,0,0,0,,
,,,,0,0,0,0,,
,,,,0,0,0,0,,
,,,,0,0,0,0,,
,,,,0,0,0,0,,
,,,,0,0,0,0,,
,,,,0,0,0,0,,
,,,,0,0,0,0,,
,,,,0,0,0,0,,
,,,,0,0,0,0,,
,,,,0,0,0,0,,
,,,,0,0,0,0,,
,,,,0,0,0,0,,
,,,,0,0,0,0,,
,,,,0,0,0,0,,
,,,,0,0,0,0,,
,,,,0,0,0,0,,
,,,,0,0,0,0,,
,,,,0,0,0,0,,
,,,,0,0,0,0,,
,,,,0,0,0,0,,
,,,,0,0,0,0,,
,,,,0,0,0,0,,
,,,,0,0,0,0,,
,,,,0,0,0,0,,
,,,,0,0,0,0,,
,,,,0,0,0,0,,
,,,,0,0,0,0,,
,,,,0,0,0,0,,
,,,,0,0,0,0,,
,,,,0,0,0,0,,
,,,,0,0,0,0,,
,,,,0,0,0,0,,
,p,scroll lesser planar binding,1125,2,2250,0.1,0.2,0.2,
,,Dimension Stride Boots 5ch 1/20 3/40 5/60,2000,1,2000,0,0,,
,,"Healing Belt 1 2d8, 2 3d8, 3 4d8 +2 heal",750,1,750,0.1,0.1,,
,,Wand of Floating Disk (7 Charges),52.5,1,52.5,0.1,0.1,,
,,Wand of Non Detection (30 Charges),4125,1,4125,0.1,0.1,,
,,Potion Cure Light Wounds 1d8+1,50,1,50,0.1,0.1,,
,,Scroll See Invisible,75,1,75,0.1,0.1,,
,,Spiked Gauntlet,5,1,5,1,1,,
,,Pebble of petrified white pudding,,,,,,,
,,Key to Amazing Chest,,,,,,,
,,"Healing Belt 1 2d8, 2 3d8, 3 4d8 +2 heal",750,1,750,0.1,0.1,,
