,,[RYAN] - Landorf,,,,,,"2026-01-26
Stag was definitely not cheating",
,,,,,,Equipped,,72.2,129.16
,,Inventory,,,,Pack,,56.96,
,,,,Half,0,Horse,,4,
,,,,Coin,3838.2,,,,
,,,,Value,73048.47,,133.16,56.96,4
Type,Loc,Item,Cost,Qty,Total Cost,Weight,Total Weight,Pack,Horse
*coin,p,Platinum Coins,10,383,3830,0.02,7.66,7.66,
*coin,p,Gold Coins,1,8,8,0.02,0.16,0.16,
*coin,p,Silver Coins,0.1,2,0.2,0.02,0.04,0.04,
*coin,p,Copper Coins,0.01,0,0,0.02,0,0,
,p,Backpack,2,1,2,2,2,2,
,p,Bedroll,0.1,1,0.1,5,5,5,
,p,"Clothes, Spare Set, Thainman",10,1,10,8,8,8,
,p,Towel,0.4,1,0.4,2,2,2,
,p,Soap Bar,0.5,1,0.5,1,1,1,
,p,Candles,0.01,4,0.04,0.25,1,1,
,p,Flint and Steel,1,1,1,0,0,0,
,p,"Rations, Trail, 5 days",0.5,5,2.5,1,5,5,
,p,"Waterskin, 1 day",1,1,1,4,4,4,
,p,"Rope, Hempen, 50 ft.",1,1,1,10,10,10,
,p,Sack (empty),0.1,1,0.1,0.5,0.5,0.5,
,p,"Flask, Pint (empty)",0.03,1,0.03,1.5,1.5,1.5,
,p,Torch,0.01,4,0.04,1,4,4,
,p,"Chalk, Piece",0.01,1,0.01,0,0,0,
,p,Crowbar,2,1,2,5,5,5,
,,Dagger,2,1,2,1,1,,
,,Bastard Sword +1 Keen,8335,1,8335,6,6,,
,,Bastard Sword +1 Giant Slaying <1110>,,1,0,6,6,,
,,+3 Frost Brand Greatsword <1183>,,1,0,6,6,,
,,Mithril Plate of Speed +1 10rd haste/day,26500,1,26500,20,20,,
,,"+2 Lion Shield: 3/day Attack BAB,2d6",9170,1,9170,15,15,,
,,MW Mighty +4 Composite Long Bow,775,1,775,3,3,,
,p,"Healing Belt 1 2d8, 2 3d8, 3 4d8 +2 heal",750,1,750,0.1,0.1,0.1,
,,Winged Boots fly 3/day 5 mins,16000,1,16000,0,0,,
,,Gauntlets of Ogre Power,4000,1,4000,0,0,,
,,Cloak of Resistance +1,1000,1,1000,0,0,,
,,Arrows,0.05,30,1.5,0.15,4.5,,
,,Climbing Kit,80,1,80,5,5,,
,,+1 Arrow,46.05,1,46.05,0.15,0.15,,
,,Potion Shield of Faith,50,35,1750,0.1,3.5,,
,,Potion Cure Light Wounds,50,1,50,0.1,0.1,,
,,Silver Sheen,250,1,250,0.1,0.1,,
,,Life Saver,10,1,10,0.1,0.1,,
,,Vigor,10,5,50,0.1,0.5,,
,,Ornate Iron Key (Where from?),0,1,0,0.25,0.25,,
,q,Heavy Warhorse,400,1,400,0,0,,0
,q,Military Saddle,20,1,20,4,4,,4
,,,,0,0,0,0,,
,,,,0,0,0,0,,
,,,,0,0,0,0,,
,,,,0,0,0,0,,
,,,,0,0,0,0,,
,,,,0,0,0,0,,
,,,,0,0,0,0,,
,,,,0,0,0,0,,
,,,,0,0,0,0,,
,,,,0,0,0,0,,
,,,,0,0,0,0,,
,,,,0,0,0,0,,
,,,,0,0,0,0,,
,,,,0,0,0,0,,
,,,,0,0,0,0,,
,,,,0,0,0,0,,
,,,,0,0,0,0,,
,,,,0,0,0,0,,
,,,,0,0,0,0,,
,,,,0,0,0,0,,
,,,,0,0,0,0,,
,,,,0,0,0,0,,
,,,,0,0,0,0,,
,,,,0,0,0,0,,
,,,,0,0,0,0,,
,,,,0,0,0,0,,
,,,,0,0,0,0,,
,,,,0,0,0,0,,
,,,,0,0,0,0,,
,,,,0,0,0,0,,
,,,,0,0,0,0,,
,,,,0,0,0,0,,
,,,,0,0,0,0,,
,,,,0,0,0,0,,
,,,,0,0,0,0,,
,,,,0,0,0,0,,
,,,,0,0,0,0,,
,,,,0,0,0,0,,
,,"Belt of Giant's strength, +4",16000,1,16000,1,1,,
